  -0.408624718E-02  0.549120498E-02  0.312625454E-03 -0.177325127E-03
  -0.402361431E-02  0.545569779E-02  0.313030998E-03 -0.177598011E-03
  -0.396090029E-02  0.542013680E-02  0.313436573E-03 -0.177867182E-03
  -0.389810513E-02  0.538452227E-02  0.313842025E-03 -0.178134930E-03
  -0.383522872E-02  0.534885438E-02  0.314248067E-03 -0.178401913E-03
  -0.377227149E-02  0.531313935E-02  0.314651967E-03 -0.178637664E-03
  -0.370923396E-02  0.527737525E-02  0.315053220E-03 -0.178883177E-03
  -0.364611645E-02  0.524156225E-02  0.315452976E-03 -0.179127726E-03
  -0.358291970E-02  0.520570126E-02  0.315848945E-03 -0.179367793E-03
  -0.351964457E-02  0.516979347E-02  0.316240633E-03 -0.179601917E-03
  -0.345629294E-02  0.513384056E-02  0.316622977E-03 -0.179827644E-03
  -0.339286819E-02  0.509784396E-02  0.316988373E-03 -0.180046152E-03
  -0.332937383E-02  0.506180596E-02  0.317336204E-03 -0.180253275E-03
  -0.326581373E-02  0.502572877E-02  0.317664762E-03 -0.180449320E-03
  -0.320219241E-02  0.498961482E-02  0.317970705E-03 -0.180633284E-03
  -0.313851490E-02  0.495346679E-02  0.318251475E-03 -0.180803708E-03
  -0.307478641E-02  0.491728728E-02  0.318506211E-03 -0.180961261E-03
  -0.301101317E-02  0.488107885E-02  0.318729877E-03 -0.181105933E-03
  -0.294720147E-02  0.484484441E-02  0.318922023E-03 -0.181236138E-03
  -0.288335711E-02  0.480858710E-02  0.319085232E-03 -0.181350503E-03
  -0.281948603E-02  0.477230993E-02  0.319218778E-03 -0.181449974E-03
  -0.275559385E-02  0.473601569E-02  0.319324120E-03 -0.181535361E-03
  -0.269168602E-02  0.469970710E-02  0.319402390E-03 -0.181607246E-03
  -0.262776792E-02  0.466338665E-02  0.319453624E-03 -0.181666578E-03
  -0.256384474E-02  0.462705692E-02  0.319479011E-03 -0.181713123E-03
  -0.249992130E-02  0.459072045E-02  0.319480245E-03 -0.181746858E-03
  -0.243600195E-02  0.455437968E-02  0.319459784E-03 -0.181768428E-03
  -0.237209073E-02  0.451803699E-02  0.319419124E-03 -0.181778112E-03
  -0.230819139E-02  0.448169440E-02  0.319359759E-03 -0.181777646E-03
  -0.224430719E-02  0.444535379E-02  0.319284006E-03 -0.181767861E-03
  -0.218044134E-02  0.440901708E-02  0.319192303E-03 -0.181748391E-03
  -0.211659667E-02  0.437268602E-02  0.319086428E-03 -0.181720177E-03
  -0.205277565E-02  0.433636236E-02  0.318968160E-03 -0.181683222E-03
  -0.198898053E-02  0.430004767E-02  0.318838753E-03 -0.181638422E-03
  -0.192521321E-02  0.426374332E-02  0.318699738E-03 -0.181586795E-03
  -0.186147529E-02  0.422745071E-02  0.318552792E-03 -0.181528082E-03
  -0.179776829E-02  0.419117111E-02  0.318398227E-03 -0.181463119E-03
  -0.173409342E-02  0.415490563E-02  0.318237609E-03 -0.181392497E-03
  -0.167045170E-02  0.411865542E-02  0.318071959E-03 -0.181316186E-03
  -0.160684402E-02  0.408242145E-02  0.317901765E-03 -0.181235032E-03
  -0.154327107E-02  0.404620467E-02  0.317728159E-03 -0.181149058E-03
  -0.147973319E-02  0.401000598E-02  0.317552882E-03 -0.181058620E-03
  -0.141623081E-02  0.397382614E-02  0.317375452E-03 -0.180964418E-03
  -0.135276398E-02  0.393766597E-02  0.317197745E-03 -0.180866067E-03
  -0.128933275E-02  0.390152608E-02  0.317019838E-03 -0.180764664E-03
  -0.122593711E-02  0.386540710E-02  0.316841901E-03 -0.180660123E-03
  -0.116257683E-02  0.382930961E-02  0.316665151E-03 -0.180552674E-03
  -0.109925165E-02  0.379323423E-02  0.316489746E-03 -0.180442113E-03
  -0.103596120E-02  0.375718136E-02  0.316316121E-03 -0.180329566E-03
  -0.972704982E-03  0.372115145E-02  0.316145044E-03 -0.180214730E-03
